pathway,model,scenario,year,CarbonBudget_CB_GtCO2,variable,unit
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_1400f,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f,2025,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_1400f_COV,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f_COV,2025,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_1400f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f_COV_NDCp,2025,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_1400f_NDCp,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f_NDCp,2025,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_600f_COV,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_600f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_700f,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_700f_COV,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_700f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_700f_NDCp,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_800f,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_800f_COV,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f_COV,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_800f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f_COV_NDCp,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_800f_NDCp,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f_NDCp,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_900f,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_900f_COV,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f_COV,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_900f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f_COV_NDCp,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_900f_NDCp,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f_NDCp,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_950_COV,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950_COV,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_950_COV_NDCp,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950_COV_NDCp,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_950f_COV,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950f_COV,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_INDCi2030_950f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950f_COV_NDCp,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_COV,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000_DR10p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR10p,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR1p,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR2p,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR3p,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR4p,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000f_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_COV,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000f_DR10p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR10p,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000f_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR1p,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000f_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR2p,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000f_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR3p,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000f_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR4p,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1200,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1200,2025,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1200_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1200_COV,2025,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1200f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1200f,2025,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1200f_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1200f_COV,2025,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1400,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1400,2025,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1400_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1400_COV,2025,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1400f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1400f,2025,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1400f_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1400f_COV,2025,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_300f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,2025,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_400f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,2025,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,2025,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_450f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,2025,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,2025,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_500f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,2025,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600_DR10p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600f_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600f_DR10p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600f_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600f_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600f_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600f_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_700,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_700_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_700f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_700f_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_800,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_800_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800_COV,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_800f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800f,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_800f_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800f_COV,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_900,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_900_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900_COV,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_900f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900f,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_900f_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900f_COV,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.NGFS2_Below 2°C,MESSAGEix-GLOBIOM_1.1,NGFS2_Below 2°C,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.NGFS2_Delayed Transition,MESSAGEix-GLOBIOM_1.1,NGFS2_Delayed Transition,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.2.COV_GreenPush_1000,MESSAGEix-GLOBIOM_1.2,COV_GreenPush_1000,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.2.COV_GreenPush_550,MESSAGEix-GLOBIOM_1.2,COV_GreenPush_550,2025,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.2.COV_NoPolicyNoCOVID_1000,MESSAGEix-GLOBIOM_1.2,COV_NoPolicyNoCOVID_1000,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.2.COV_NoPolicyNoCOVID_550,MESSAGEix-GLOBIOM_1.2,COV_NoPolicyNoCOVID_550,2025,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.2.COV_Restore_1000,MESSAGEix-GLOBIOM_1.2,COV_Restore_1000,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.2.COV_Restore_550,MESSAGEix-GLOBIOM_1.2,COV_Restore_550,2025,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.2.COV_SelfReliance_1000,MESSAGEix-GLOBIOM_1.2,COV_SelfReliance_1000,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.2.COV_SelfReliance_550,MESSAGEix-GLOBIOM_1.2,COV_SelfReliance_550,2025,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.2.COV_SmartUse_1000,MESSAGEix-GLOBIOM_1.2,COV_SmartUse_1000,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.2.COV_SmartUse_550,MESSAGEix-GLOBIOM_1.2,COV_SmartUse_550,2025,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_GEI 1.0.SSP2_int_lc_50,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_lc_50,2025,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_GEI 1.0.SSP2_int_mc_50,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_50,2025,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_GEI 1.0.SSP2_noint_lc_50,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_lc_50,2025,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_GEI 1.0.SSP2_noint_mc_50,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,2025,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_GEI 1.0.SSP2_openres_lc_100,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,2025,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_GEI 1.0.SSP2_openres_lc_50,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,2025,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_GEI 1.0.SSP2_openres_lc_80,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,2025,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_GEI 1.0.SSP2_openres_mc_50,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,2025,"(175,500]",Price|Carbon,US$2010/t CO2
POLES ADVANCE.ADVANCE_2020_Med2C,POLES ADVANCE,ADVANCE_2020_Med2C,2025,"(1150,1475]",Price|Carbon,US$2010/t CO2
POLES ADVANCE.ADVANCE_2020_WB2C,POLES ADVANCE,ADVANCE_2020_WB2C,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ADVANCE.ADVANCE_2030_Med2C,POLES ADVANCE,ADVANCE_2030_Med2C,2025,"(1150,1475]",Price|Carbon,US$2010/t CO2
POLES ADVANCE.ADVANCE_2030_Price1.5C,POLES ADVANCE,ADVANCE_2030_Price1.5C,2025,"(175,500]",Price|Carbon,US$2010/t CO2
POLES ADVANCE.ADVANCE_2030_WB2C,POLES ADVANCE,ADVANCE_2030_WB2C,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES EMF30.EMF30_D_CO2-Only,POLES EMF30,EMF30_D_CO2-Only,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES EMF30.EMF30_Slower-to-faster,POLES EMF30,EMF30_Slower-to-faster,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_Med2C_cost100,POLES EMF33,EMF33_Med2C_cost100,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_Med2C_full,POLES EMF33,EMF33_Med2C_full,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_Med2C_limbio,POLES EMF33,EMF33_Med2C_limbio,2025,"(1150,1475]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_Med2C_nobeccs,POLES EMF33,EMF33_Med2C_nobeccs,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_Med2C_nofuel,POLES EMF33,EMF33_Med2C_nofuel,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_Med2C_none,POLES EMF33,EMF33_Med2C_none,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_WB2C_cost100,POLES EMF33,EMF33_WB2C_cost100,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_WB2C_full,POLES EMF33,EMF33_WB2C_full,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_WB2C_nofuel,POLES EMF33,EMF33_WB2C_nofuel,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_tax_hi_full,POLES EMF33,EMF33_tax_hi_full,2025,"(1150,1475]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1000,POLES ENGAGE,EN_INDCi2030_1000,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1000_COV,POLES ENGAGE,EN_INDCi2030_1000_COV,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1000_COV_NDCp,POLES ENGAGE,EN_INDCi2030_1000_COV_NDCp,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1000_NDCp,POLES ENGAGE,EN_INDCi2030_1000_NDCp,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1000f,POLES ENGAGE,EN_INDCi2030_1000f,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1000f_COV,POLES ENGAGE,EN_INDCi2030_1000f_COV,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1000f_COV_NDCp,POLES ENGAGE,EN_INDCi2030_1000f_COV_NDCp,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1000f_NDCp,POLES ENGAGE,EN_INDCi2030_1000f_NDCp,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1200,POLES ENGAGE,EN_INDCi2030_1200,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1200f,POLES ENGAGE,EN_INDCi2030_1200f,2025,"(1150,1475]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_300f,POLES ENGAGE,EN_INDCi2030_300f,2025,"(175,500]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_400f,POLES ENGAGE,EN_INDCi2030_400f,2025,"(175,500]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_500f,POLES ENGAGE,EN_INDCi2030_500f,2025,"(175,500]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_600f,POLES ENGAGE,EN_INDCi2030_600f,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_600f_COV,POLES ENGAGE,EN_INDCi2030_600f_COV,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_600f_COV_NDCp,POLES ENGAGE,EN_INDCi2030_600f_COV_NDCp,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_600f_NDCp,POLES ENGAGE,EN_INDCi2030_600f_NDCp,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_700f,POLES ENGAGE,EN_INDCi2030_700f,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_800f,POLES ENGAGE,EN_INDCi2030_800f,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_900,POLES ENGAGE,EN_INDCi2030_900,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_900f,POLES ENGAGE,EN_INDCi2030_900f,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_1000,POLES ENGAGE,EN_NPi2020_1000,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_1000_COV,POLES ENGAGE,EN_NPi2020_1000_COV,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_1000f,POLES ENGAGE,EN_NPi2020_1000f,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_1000f_COV,POLES ENGAGE,EN_NPi2020_1000f_COV,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_1200,POLES ENGAGE,EN_NPi2020_1200,2025,"(1150,1475]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_1200f,POLES ENGAGE,EN_NPi2020_1200f,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_300f,POLES ENGAGE,EN_NPi2020_300f,2025,"(175,500]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_400f,POLES ENGAGE,EN_NPi2020_400f,2025,"(175,500]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_500,POLES ENGAGE,EN_NPi2020_500,2025,"(175,500]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_500f,POLES ENGAGE,EN_NPi2020_500f,2025,"(175,500]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_600,POLES ENGAGE,EN_NPi2020_600,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_600f,POLES ENGAGE,EN_NPi2020_600f,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_600f_COV,POLES ENGAGE,EN_NPi2020_600f_COV,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_700,POLES ENGAGE,EN_NPi2020_700,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_700f,POLES ENGAGE,EN_NPi2020_700f,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_800,POLES ENGAGE,EN_NPi2020_800,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_800f,POLES ENGAGE,EN_NPi2020_800f,2025,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_900,POLES ENGAGE,EN_NPi2020_900,2025,"(825,1150]",Price|Carbon,US$2010/t CO2
